,university,journal,issn,access,notes
2445,University_of_Florida_Cleaned,PLANT BIOLOGY,1435-8603,1,
2446,University_of_Florida_Cleaned,PLANT BIOSYSTEMS,1126-3504,1,
2447,University_of_Florida_Cleaned,PLANT BIOTECHNOLOGY JOURNAL,1467-7644,1,
2448,University_of_Florida_Cleaned,PLANT DIVERSITY,2096-2703,1,
2449,University_of_Florida_Cleaned,PLANT ECOLOGY,1385-0237,1,
2450,University_of_Florida_Cleaned,PLANT ECOLOGY & DIVERSITY,1755-0874,0,
2451,University_of_Florida_Cleaned,PLANT ECOLOGY AND EVOLUTION,2032-3913,1,
2452,University_of_Florida_Cleaned,PLANT SOIL AND ENVIRONMENT,1214-1178,1,
2453,University_of_Florida_Cleaned,PLANT SPECIES BIOLOGY,0913-557X,1,
2454,University_of_Florida_Cleaned,PLANT SYSTEMATICS AND EVOLUTION,0378-2697,1,
2455,University_of_Florida_Cleaned,PLANTA,0032-0935,1,
2456,University_of_Florida_Cleaned,POLAR-POLITICAL AND LEGAL ANTHROPOLOGY REVIEW,1081-6976,1,
2457,University_of_Florida_Cleaned,POLAR BIOLOGY,0722-4060,1,
2458,University_of_Florida_Cleaned,POLAR RECORD,0032-2474,1,
2459,University_of_Florida_Cleaned,POLICY SCIENCES,0032-2687,1,
2460,University_of_Florida_Cleaned,POLICY STUDIES,0144-2872,1,
2461,University_of_Florida_Cleaned,POLICY STUDIES JOURNAL,0190-292X,1,
2462,University_of_Florida_Cleaned,POLISH JOURNAL OF ECOLOGY,1505-2249,1,
2463,University_of_Florida_Cleaned,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,1230-1485,1,
2464,University_of_Florida_Cleaned,POLITICAL GEOGRAPHY,0962-6298,1,
2465,University_of_Florida_Cleaned,POPULATION ECOLOGY,1438-3896,1,
2466,University_of_Florida_Cleaned,POTATO RESEARCH,0014-3065,1,
2467,University_of_Florida_Cleaned,PRESLIA,0032-7786,1,
2468,University_of_Florida_Cleaned,PREVENTIVE VETERINARY MEDICINE,0167-5877,1,
2469,University_of_Florida_Cleaned,PRIMATES,0032-8332,1,
2470,University_of_Florida_Cleaned,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MARITIME ENGINEERING,1741-7597,0,
2471,University_of_Florida_Cleaned,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,1741-7589,1,
2472,University_of_Florida_Cleaned,PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,0370-047X,1,
2473,University_of_Florida_Cleaned,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0027-8424,1,
2474,University_of_Florida_Cleaned,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,1,
2475,University_of_Florida_Cleaned,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,0957-5820,1,
2476,University_of_Florida_Cleaned,PROFESSIONAL GEOGRAPHER,0033-0124,1,
2477,University_of_Florida_Cleaned,PROGRESS IN DEVELOPMENT STUDIES,1464-9934,1,
2478,University_of_Florida_Cleaned,PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL,1002-0071,1,
2479,University_of_Florida_Cleaned,PROGRESS IN OCEANOGRAPHY,0079-6611,1,
2480,University_of_Florida_Cleaned,PROGRESS IN PHYSICAL GEOGRAPHY,0309-1333,1,
2481,University_of_Florida_Cleaned,PROGRESS IN PLANNING,0305-9006,1,
2482,University_of_Florida_Cleaned,PROPAGATION OF ORNAMENTAL PLANTS,1311-9109,0,
2483,University_of_Florida_Cleaned,PROTIST,1434-4610,1,
2484,University_of_Florida_Cleaned,PRZEMYSL CHEMICZNY,0033-2496,0,
2485,University_of_Florida_Cleaned,PUBLIC ADMINISTRATION REVIEW,0033-3352,1,
2486,University_of_Florida_Cleaned,PUBLIC HEALTH,0033-3506,1,
2487,University_of_Florida_Cleaned,PUBLIC UNDERSTANDING OF SCIENCE,0963-6625,1,
2488,University_of_Florida_Cleaned,QUALITY-ACCESS TO SUCCESS,1582-2559,1,
2489,University_of_Florida_Cleaned,QUARTERLY REVIEW OF BIOLOGY,0033-5770,1,
2490,University_of_Florida_Cleaned,QUATERNAIRE,1142-2904,1,
2491,University_of_Florida_Cleaned,QUATERNARY GEOCHRONOLOGY,1871-1014,1,
2492,University_of_Florida_Cleaned,QUATERNARY INTERNATIONAL,1040-6182,1,
2493,University_of_Florida_Cleaned,QUATERNARY SCIENCE REVIEWS,0277-3791,1,
2494,University_of_Florida_Cleaned,RAFFLES BULLETIN OF ZOOLOGY,0217-2445,1,
2495,University_of_Florida_Cleaned,RANGE MANAGEMENT AND AGROFORESTRY,0971-2070,0,
2496,University_of_Florida_Cleaned,RANGELAND ECOLOGY & MANAGEMENT,1550-7424,1,
2497,University_of_Florida_Cleaned,RANGELAND JOURNAL,1036-9872,1,
2498,University_of_Florida_Cleaned,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,0951-4198,1,
2499,University_of_Florida_Cleaned,REDIA-GIORNALE DI ZOOLOGIA,0370-4327,0,
2500,University_of_Florida_Cleaned,REGIONAL ENVIRONMENTAL CHANGE,1436-3798,1,
2501,University_of_Florida_Cleaned,REGIONAL STUDIES,0034-3404,1,
2502,University_of_Florida_Cleaned,REGIONAL STUDIES IN MARINE SCIENCE,2352-4855,1,
2503,University_of_Florida_Cleaned,REMOTE SENSING OF ENVIRONMENT,0034-4257,1,
2504,University_of_Florida_Cleaned,RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,2037-4631,1,
2505,University_of_Florida_Cleaned,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,1364-0321,1,
2506,University_of_Florida_Cleaned,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,1742-1705,1,
2507,University_of_Florida_Cleaned,RESEARCH JOURNAL OF CHEMISTRY AND ENVIRONMENT,0972-0626,0,
2508,University_of_Florida_Cleaned,RESEARCH JOURNAL OF PHARMACEUTICAL BIOLOGICAL AND CHEMICAL SCIENCES,0975-8585,1,
2509,University_of_Florida_Cleaned,RESEARCH POLICY,0048-7333,1,
2510,University_of_Florida_Cleaned,RESILIENCE-INTERNATIONAL POLICIES PRACTICES AND DISCOURSES,2169-3293,0,
2511,University_of_Florida_Cleaned,RESOURCE AND ENERGY ECONOMICS,0928-7655,1,
2512,University_of_Florida_Cleaned,RESOURCES CONSERVATION AND RECYCLING,0921-3449,1,
2513,University_of_Florida_Cleaned,RESOURCES POLICY,0301-4207,1,
2514,University_of_Florida_Cleaned,RESTORATION ECOLOGY,1061-2971,1,
2515,University_of_Florida_Cleaned,REVIEW OF BEHAVIORAL ECONOMICS,2326-6198,0,
2516,University_of_Florida_Cleaned,REVIEW OF ENVIRONMENTAL ECONOMICS AND POLICY,1750-6816,1,
2517,University_of_Florida_Cleaned,REVIEW OF PALAEOBOTANY AND PALYNOLOGY,0034-6667,1,
2518,University_of_Florida_Cleaned,REVIEW OF POLICY RESEARCH,1541-132X,1,
2519,University_of_Florida_Cleaned,REVIEWS IN AQUACULTURE,1753-5123,1,
2520,University_of_Florida_Cleaned,REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,1569-1705,1,
2521,University_of_Florida_Cleaned,REVIEWS IN FISH BIOLOGY AND FISHERIES,0960-3166,1,
2522,University_of_Florida_Cleaned,REVIEWS IN FISHERIES SCIENCE,1064-1262,1,
2523,University_of_Florida_Cleaned,REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2330-8249,1,
2524,University_of_Florida_Cleaned,REVISTA ARVORE,0100-6762,1,
2525,University_of_Florida_Cleaned,REVISTA DE BIOLOGIA TROPICAL,0034-7744,1,
2526,University_of_Florida_Cleaned,REVISTA DE CHIMIE,0034-7752,0,
2527,University_of_Florida_Cleaned,REVISTA MEXICANA DE BIODIVERSIDAD,1870-3453,1,
2528,University_of_Florida_Cleaned,REVISTA PUBLICANDO,1390-9304,0,
2529,University_of_Florida_Cleaned,REVUE D ANTHROPOLOGIE DES CONNAISSANCES,1760-5393,1,
2530,University_of_Florida_Cleaned,REVUE D ECOLOGIE-LA TERRE ET LA VIE,0249-7395,1,
2531,University_of_Florida_Cleaned,REVUE DE MEDECINE VETERINAIRE,0035-1555,1,
2532,University_of_Florida_Cleaned,REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES,0253-1933,1,
2533,University_of_Florida_Cleaned,RHODORA,0035-4902,1,
2534,University_of_Florida_Cleaned,RISK ANALYSIS,0272-4332,1,
2535,University_of_Florida_Cleaned,RIVER RESEARCH AND APPLICATIONS,1535-1459,1,
2536,University_of_Florida_Cleaned,ROMANIAN AGRICULTURAL RESEARCH,1222-4227,0,
2537,University_of_Florida_Cleaned,ROMANIAN BIOTECHNOLOGICAL LETTERS,1224-5984,1,
2538,University_of_Florida_Cleaned,RSC ADVANCES,2046-2069,1,
2539,University_of_Florida_Cleaned,RURAL AND REMOTE HEALTH,1445-6354,1,
2540,University_of_Florida_Cleaned,RURAL SOCIETY,1037-1656,1,
2541,University_of_Florida_Cleaned,RURAL SOCIOLOGY,0036-0112,1,
2542,University_of_Florida_Cleaned,RUSSIAN JOURNAL OF MARINE BIOLOGY,1063-0740,1,
2543,University_of_Florida_Cleaned,RUSSIAN JOURNAL OF NEMATOLOGY,0869-6918,0,
2544,University_of_Florida_Cleaned,SAINS MALAYSIANA,0126-6039,0,
2545,University_of_Florida_Cleaned,SAUDI JOURNAL OF BIOLOGICAL SCIENCES,1319-562X,1,
2546,University_of_Florida_Cleaned,SCANDINAVIAN JOURNAL OF FOREST RESEARCH,0282-7581,1,
2547,University_of_Florida_Cleaned,SCIENCE,0036-8075,1,
2548,University_of_Florida_Cleaned,SCIENCE ADVANCES,2375-2548,1,
2549,University_of_Florida_Cleaned,SCIENCE AND ENGINEERING ETHICS,1353-3452,1,
2550,University_of_Florida_Cleaned,SCIENCE AND TECHNOLOGY STUDIES,2243-4690,1,
2551,University_of_Florida_Cleaned,SCIENCE AS CULTURE,0950-5431,0,
2552,University_of_Florida_Cleaned,SCIENCE CHINA-EARTH SCIENCES,1674-7313,1,
2553,University_of_Florida_Cleaned,SCIENCE CHINA-TECHNOLOGICAL SCIENCES,1674-7321,1,
2554,University_of_Florida_Cleaned,SCIENCE COMMUNICATION,1075-5470,1,
2555,University_of_Florida_Cleaned,SCIENCE IN CHINA SERIES C-LIFE SCIENCES,1006-9305,1,
2556,University_of_Florida_Cleaned,SCIENCE IN CHINA SERIES D-EARTH SCIENCES,1006-9313,0,
2557,University_of_Florida_Cleaned,SCIENCE IN CHINA SERIES E-ENGINEERING & MATERIALS SCIENCE,1006-9321,0,
2558,University_of_Florida_Cleaned,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,1,
2559,University_of_Florida_Cleaned,SCIENCE TECHNOLOGY & HUMAN VALUES,0162-2439,1,
2560,University_of_Florida_Cleaned,SCIENCE TECHNOLOGY AND SOCIETY,0971-7218,1,
2561,University_of_Florida_Cleaned,SCIENTIA FORESTALIS,1413-9324,1,
2562,University_of_Florida_Cleaned,SCIENTIA MARINA,0214-8358,1,
2563,University_of_Florida_Cleaned,SCIENTIFIC PAPERS-SERIES D-ANIMAL SCIENCE,2285-5750,1,
2564,University_of_Florida_Cleaned,SCIENTIFIC PAPERS-SERIES MANAGEMENT ECONOMIC ENGINEERING IN AGRICULTURE AND RURAL DEVELOPMENT,2284-7995,1,
2565,University_of_Florida_Cleaned,SCIENTIFIC RESEARCH AND ESSAYS,1992-2248,0,
2566,University_of_Florida_Cleaned,SCOTTISH GEOGRAPHICAL JOURNAL,1470-2541,1,
2567,University_of_Florida_Cleaned,SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES,1138-9788,0,
2568,University_of_Florida_Cleaned,SEED SCIENCE RESEARCH,0960-2585,1,
2569,University_of_Florida_Cleaned,SEEFOR-SOUTH-EAST EUROPEAN FORESTRY,1847-6481,1,
2570,University_of_Florida_Cleaned,SILVA FENNICA,0037-5330,1,
2571,University_of_Florida_Cleaned,SILVAE GENETICA,0037-5349,1,
2572,University_of_Florida_Cleaned,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,0037-5497,1,
2573,University_of_Florida_Cleaned,SIMULATION MODELLING PRACTICE AND THEORY,1569-190X,1,
2574,University_of_Florida_Cleaned,SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,0129-7619,1,
2575,University_of_Florida_Cleaned,SMALL-SCALE FORESTRY,1873-7617,1,
2576,University_of_Florida_Cleaned,SMALL RUMINANT RESEARCH,0921-4488,1,
2577,University_of_Florida_Cleaned,SOCIAL INCLUSION,2183-2803,1,
2578,University_of_Florida_Cleaned,SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,0539-0184,1,
2579,University_of_Florida_Cleaned,SOCIAL SCIENCE QUARTERLY,0038-4941,1,
2580,University_of_Florida_Cleaned,SOCIETY & NATURAL RESOURCES,0894-1920,1,
2581,University_of_Florida_Cleaned,SOCIOBIOLOGY,0361-6525,0,
2582,University_of_Florida_Cleaned,SOCIOLOGIA RURALIS,0038-0199,1,
2583,University_of_Florida_Cleaned,SOCIOLOGICAL INQUIRY,0038-0245,1,
2584,University_of_Florida_Cleaned,SOCIOLOGICAL QUARTERLY,0038-0253,1,
2585,University_of_Florida_Cleaned,SOIL & TILLAGE RESEARCH,0167-1987,1,
2586,University_of_Florida_Cleaned,SOIL BIOLOGY & BIOCHEMISTRY,0038-0717,1,
2587,University_of_Florida_Cleaned,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,0361-5995,1,
2588,University_of_Florida_Cleaned,SOIL USE AND MANAGEMENT,0266-0032,1,
2589,University_of_Florida_Cleaned,SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN,0038-1969,1,
2590,University_of_Florida_Cleaned,SOUTH AFRICAN GEOGRAPHICAL JOURNAL,0373-6245,1,
2591,University_of_Florida_Cleaned,SOUTH AFRICAN JOURNAL OF BOTANY,0254-6299,1,
2592,University_of_Florida_Cleaned,SOUTH AFRICAN JOURNAL OF GEOMATICS,2225-8531,1,
2593,University_of_Florida_Cleaned,SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS,0258-7203,1,
2594,University_of_Florida_Cleaned,SOUTH AMERICAN JOURNAL OF HERPETOLOGY,1808-9798,1,
2595,University_of_Florida_Cleaned,SOUTHEASTERN NATURALIST,1528-7092,1,
2596,University_of_Florida_Cleaned,SOUTHERN FORESTS,2070-2620,1,
2597,University_of_Florida_Cleaned,SPANISH JOURNAL OF AGRICULTURAL RESEARCH,1695-971X,1,
2598,University_of_Florida_Cleaned,SPATIAL STATISTICS,2211-6753,1,
2599,University_of_Florida_Cleaned,SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,1386-1425,1,
2600,University_of_Florida_Cleaned,SPRINGERPLUS,2193-1801,1,
2601,University_of_Florida_Cleaned,STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,1436-3240,1,
2602,University_of_Florida_Cleaned,STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,0165-0521,1,
2603,University_of_Florida_Cleaned,SURVEYS IN GEOPHYSICS,0169-3298,1,
2604,University_of_Florida_Cleaned,SUSTAINABILITY SCIENCE,1862-4065,1,
2605,University_of_Florida_Cleaned,SUSTAINABLE CITIES AND SOCIETY,2210-6707,1,
2606,University_of_Florida_Cleaned,SUSTAINABLE DEVELOPMENT,0968-0802,1,
2607,University_of_Florida_Cleaned,SUSTAINABLE WATER RESOURCES MANAGEMENT,2363-5037,1,
2608,University_of_Florida_Cleaned,SYSTEMATIC BIOLOGY,1063-5157,1,
2609,University_of_Florida_Cleaned,SYSTEMATICS AND BIODIVERSITY,1477-2000,1,
2610,University_of_Florida_Cleaned,SYSTEMIC PRACTICE AND ACTION RESEARCH,1094-429X,1,
2611,University_of_Florida_Cleaned,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,1092-7026,1,
2612,University_of_Florida_Cleaned,TAIWANIA,0372-333X,1,
2613,University_of_Florida_Cleaned,TARIH KULTUR VE SANAT ARASTIRMALARI DERGISI-JOURNAL OF HISTORY CULTURE AND ART RESEARCH,2147-0626,1,
2614,University_of_Florida_Cleaned,TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,1017-0839,1,
2615,University_of_Florida_Cleaned,THEORETICAL AND APPLIED CLIMATOLOGY,0177-798X,1,
2616,University_of_Florida_Cleaned,THEORETICAL AND APPLIED ECOLOGY,1995-4301,0,
2617,University_of_Florida_Cleaned,THEORETICAL AND APPLIED GENETICS,0040-5752,1,
2618,University_of_Florida_Cleaned,THEORETICAL ECOLOGY,1874-1738,1,
2619,University_of_Florida_Cleaned,THEORETICAL POPULATION BIOLOGY,0040-5809,1,
2620,University_of_Florida_Cleaned,THERIOGENOLOGY,0093-691X,1,
2621,University_of_Florida_Cleaned,THESIS ELEVEN,0725-5136,1,
2622,University_of_Florida_Cleaned,THIRD WORLD QUARTERLY,0143-6597,1,
2623,University_of_Florida_Cleaned,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,0040-747X,1,
2624,University_of_Florida_Cleaned,TOURISM AND HOSPITALITY RESEARCH,1467-3584,1,
2625,University_of_Florida_Cleaned,TOURISM GEOGRAPHIES,1461-6688,0,
2626,University_of_Florida_Cleaned,TOURISM MANAGEMENT,0261-5177,1,
2627,University_of_Florida_Cleaned,TOXICOLOGY AND INDUSTRIAL HEALTH,0748-2337,1,
2628,University_of_Florida_Cleaned,TOXICOLOGY LETTERS,0378-4274,1,
2629,University_of_Florida_Cleaned,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,0002-8487,1,
2630,University_of_Florida_Cleaned,TRANSACTIONS OF THE ASABE,2151-0032,1,
2631,University_of_Florida_Cleaned,TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,0020-2754,1,
2632,University_of_Florida_Cleaned,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,0372-1426,1,
2633,University_of_Florida_Cleaned,TRANSBOUNDARY AND EMERGING DISEASES,1865-1674,1,
2634,University_of_Florida_Cleaned,TRANSFORMATIONS IN BUSINESS & ECONOMICS,1648-4460,0,
2635,University_of_Florida_Cleaned,TRANSGENIC RESEARCH,0962-8819,1,
2636,University_of_Florida_Cleaned,TRANSLATIONAL RESEARCH,1931-5244,1,
2637,University_of_Florida_Cleaned,TRANSNATIONAL ENVIRONMENTAL LAW,2047-1025,1,
2638,University_of_Florida_Cleaned,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,1361-9209,1,
2639,University_of_Florida_Cleaned,TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,1369-8478,1,
2640,University_of_Florida_Cleaned,TRANSPORTATION RESEARCH RECORD,0361-1981,1,
2641,University_of_Florida_Cleaned,TREE GENETICS & GENOMES,1614-2942,1,
2642,University_of_Florida_Cleaned,TREE PHYSIOLOGY,0829-318X,1,
2643,University_of_Florida_Cleaned,TREES-STRUCTURE AND FUNCTION,0931-1890,1,
2644,University_of_Florida_Cleaned,TRENDS IN BIOTECHNOLOGY,0167-7799,1,
2645,University_of_Florida_Cleaned,TRENDS IN ECOLOGY & EVOLUTION,0169-5347,1,
2646,University_of_Florida_Cleaned,TRENDS IN FOOD SCIENCE & TECHNOLOGY,0924-2244,1,
2647,University_of_Florida_Cleaned,TRENDS IN PLANT SCIENCE,1360-1385,1,
2648,University_of_Florida_Cleaned,TROPICAL CONSERVATION SCIENCE,1940-0829,1,
2649,University_of_Florida_Cleaned,TROPICAL ECOLOGY,0564-3295,0,
2650,University_of_Florida_Cleaned,TROPICAL GRASSLANDS-FORRAJES TROPICALES,2346-3775,0,
2651,University_of_Florida_Cleaned,TUEXENIA,0722-494X,0,
2652,University_of_Florida_Cleaned,TURKISH JOURNAL OF BOTANY,1300-008X,1,
2653,University_of_Florida_Cleaned,TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES,1303-2712,1,
2654,University_of_Florida_Cleaned,TURKISH JOURNAL OF ZOOLOGY,1300-0179,1,
2655,University_of_Florida_Cleaned,UNIVERSITY OF ILLINOIS LAW REVIEW,0276-9948,1,
2656,University_of_Florida_Cleaned,URBAN ECOSYSTEMS,1083-8155,1,
2657,University_of_Florida_Cleaned,URBAN FORESTRY & URBAN GREENING,1618-8667,1,
2658,University_of_Florida_Cleaned,URBAN WATER JOURNAL,1573-062X,1,
2659,University_of_Florida_Cleaned,URSUS,1537-6176,1,
2660,University_of_Florida_Cleaned,VADOSE ZONE JOURNAL,1539-1663,1,
2661,University_of_Florida_Cleaned,VANDERBILT LAW REVIEW,0042-2533,1,
2662,University_of_Florida_Cleaned,VECTOR-BORNE AND ZOONOTIC DISEASES,1530-3667,1,
2663,University_of_Florida_Cleaned,VEGETATION HISTORY AND ARCHAEOBOTANY,0939-6314,1,
2664,University_of_Florida_Cleaned,VETERINARY PARASITOLOGY,0304-4017,1,
2665,University_of_Florida_Cleaned,VETERINARY RESEARCH COMMUNICATIONS,0165-7380,1,
2666,University_of_Florida_Cleaned,VIE ET MILIEU-LIFE AND ENVIRONMENT,0240-8759,0,
2667,University_of_Florida_Cleaned,VIRUS RESEARCH,0168-1702,1,
2668,University_of_Florida_Cleaned,VITIS,0042-7500,1,
2669,University_of_Florida_Cleaned,VIVAT ACADEMIA,1575-2844,1,
2670,University_of_Florida_Cleaned,WASHINGTON LAW REVIEW,0043-0617,1,
2671,University_of_Florida_Cleaned,WASTE MANAGEMENT & RESEARCH,0734-242X,1,
2672,University_of_Florida_Cleaned,WATER AIR AND SOIL POLLUTION,0049-6979,1,
2673,University_of_Florida_Cleaned,WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT,1965-0175,1,
2674,University_of_Florida_Cleaned,WATER ENVIRONMENT RESEARCH,1061-4303,1,
2675,University_of_Florida_Cleaned,WATER INTERNATIONAL,0250-8060,0,
2676,University_of_Florida_Cleaned,WATER POLICY,1366-7017,1,
2677,University_of_Florida_Cleaned,WATER QUALITY EXPOSURE AND HEALTH,1876-1658,1,
2678,University_of_Florida_Cleaned,WATER RESEARCH,0043-1354,1,
2679,University_of_Florida_Cleaned,WATER RESOURCES MANAGEMENT,0920-4741,1,
2680,University_of_Florida_Cleaned,WATER RESOURCES RESEARCH,0043-1397,1,
2681,University_of_Florida_Cleaned,WATER SA,0378-4738,1,
2682,University_of_Florida_Cleaned,WATER SCIENCE AND TECHNOLOGY,0273-1223,1,
2683,University_of_Florida_Cleaned,WATER SCIENCE AND TECHNOLOGY-WATER SUPPLY,1606-9749,1,
2684,University_of_Florida_Cleaned,WATERBIRDS,1524-4695,1,
2685,University_of_Florida_Cleaned,WEATHER AND CLIMATE EXTREMES,2212-0947,1,
2686,University_of_Florida_Cleaned,WEATHER CLIMATE AND SOCIETY,1948-8327,1,
2687,University_of_Florida_Cleaned,WEED RESEARCH,0043-1737,1,
2688,University_of_Florida_Cleaned,WEED SCIENCE,0043-1745,1,
2689,University_of_Florida_Cleaned,WEED TECHNOLOGY,0890-037X,1,
2690,University_of_Florida_Cleaned,WESTERN JOURNAL OF APPLIED FORESTRY,0885-6095,1,
2691,University_of_Florida_Cleaned,WESTERN NORTH AMERICAN NATURALIST,1527-0904,1,
2692,University_of_Florida_Cleaned,WETLANDS,0277-5212,1,
2693,University_of_Florida_Cleaned,WETLANDS ECOLOGY AND MANAGEMENT,0923-4861,1,
2694,University_of_Florida_Cleaned,WIENER TIERARZTLICHE MONATSSCHRIFT,0043-535X,0,
2695,University_of_Florida_Cleaned,WILDLIFE BIOLOGY,0909-6396,1,
2696,University_of_Florida_Cleaned,WILDLIFE MONOGRAPHS,0084-0173,1,
2697,University_of_Florida_Cleaned,WILDLIFE RESEARCH,1035-3712,1,
2698,University_of_Florida_Cleaned,WILDLIFE SOCIETY BULLETIN,0091-7648,1,
2699,University_of_Florida_Cleaned,WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,1757-7780,1,
2700,University_of_Florida_Cleaned,WILEY INTERDISCIPLINARY REVIEWS-ENERGY AND ENVIRONMENT,2041-8396,1,
2701,University_of_Florida_Cleaned,WILEY INTERDISCIPLINARY REVIEWS-WATER,2049-1948,1,
2702,University_of_Florida_Cleaned,WORLD BANK RESEARCH OBSERVER,0257-3032,1,
2703,University_of_Florida_Cleaned,WORLD DEVELOPMENT,0305-750X,1,
2704,University_of_Florida_Cleaned,WORLD JOURNAL OF SCIENCE TECHNOLOGY AND SUSTAINABLE DEVELOPMENT,2042-5953,1,
2705,University_of_Florida_Cleaned,WORLD RABBIT SCIENCE,1257-5011,1,
2706,University_of_Florida_Cleaned,WORLDVIEWS-GLOBAL RELIGIONS CULTURE AND ECOLOGY,1363-5247,1,
2707,University_of_Florida_Cleaned,ZEITSCHRIFT FUR WIRTSCHAFTSGEOGRAPHIE,0044-3751,1,
2708,University_of_Florida_Cleaned,ZKG INTERNATIONAL,0949-0205,0,
2709,University_of_Florida_Cleaned,ZOO BIOLOGY,0733-3188,1,
2710,University_of_Florida_Cleaned,ZOOKEYS,1313-2989,1,
2711,University_of_Florida_Cleaned,ZOOLOGIA,1984-4689,1,
2712,University_of_Florida_Cleaned,ZOOLOGICA SCRIPTA,0300-3256,1,
2713,University_of_Florida_Cleaned,ZOOLOGICAL SCIENCE,0289-0003,1,
2714,University_of_Florida_Cleaned,ZOOLOGICAL STUDIES,1021-5506,1,
2715,University_of_Florida_Cleaned,ZOOLOGISCHER ANZEIGER,0044-5231,1,
2716,University_of_Florida_Cleaned,ZOOSYSTEMA,1280-9551,1,
2717,University_of_Florida_Cleaned,ZOOTAXA,1175-5326,1,
2718,University_of_Florida_Cleaned,ALLGEMEINE FORST UND JAGDZEITUNG,0002-5852,1,
2719,University_of_Florida_Cleaned,ANNALES BOTANICI FENNICI,0003-3847,1,
2720,University_of_Florida_Cleaned,ANNALS OF ARID ZONE,0570-1791,0,
2721,University_of_Florida_Cleaned,AQUACULTURE ECONOMICS & MANAGEMENT,1365-7305,1,
2722,University_of_Florida_Cleaned,AQUATIC MICROBIAL ECOLOGY,0948-3055,1,
2723,University_of_Florida_Cleaned,CALIFORNIA COOPERATIVE OCEANIC FISHERIES INVESTIGATIONS REPORTS,0575-3317,0,
2724,University_of_Florida_Cleaned,COMPUTERS & MATHEMATICS WITH APPLICATIONS,0898-1221,1,
2725,University_of_Florida_Cleaned,ECONOMY AND SOCIETY,0308-5147,1,
2726,University_of_Florida_Cleaned,EURASIAN SOIL SCIENCE,1064-2293,1,
2727,University_of_Florida_Cleaned,GENETIC ANALYSIS-BIOMOLECULAR ENGINEERING,1050-3862,1,
2728,University_of_Florida_Cleaned,GLOBAL HEALTH ACTION,1654-9880,1,
2729,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF WATER GOVERNANCE,2211-4491,0,
2730,University_of_Florida_Cleaned,INTERNATIONAL REGIONAL SCIENCE REVIEW,0160-0176,1,
2731,University_of_Florida_Cleaned,JOURNAL OF AFRICAN ECONOMIES,0963-8024,1,
2732,University_of_Florida_Cleaned,JOURNAL OF AQUATIC ANIMAL HEALTH,0899-7659,1,
2733,University_of_Florida_Cleaned,JOURNAL OF INSTITUTIONAL ECONOMICS,1744-1374,1,
2734,University_of_Florida_Cleaned,JOURNAL OF REPRODUCTION AND FERTILITY,2228-5482,1,
